Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date_of_Journey_Day,Date_of_Journey_Month,Date_of_Journey_Year,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Duration_Hour,Duration_Minute
10,4,4,2,1,12373.0,18,5,2019,19,15,4,25,9,10
8,4,4,2,0,7005.0,15,6,2019,12,50,21,0,8,10
3,4,4,2,0,7580.0,18,5,2019,5,10,10,5,4,55
7,4,4,1,0,10441.0,18,5,2019,22,0,19,15,21,15
10,2,2,0,0,7229.0,18,5,2019,17,45,20,45,3,0
3,4,4,2,0,6093.0,9,4,2019,6,40,21,0,14,20
1,3,3,0,0,3873.0,15,6,2019,6,55,9,30,2,35
10,4,4,2,1,10262.0,24,6,2019,21,50,4,25,6,35
10,3,3,2,0,13364.0,1,4,2019,14,5,23,35,9,30
10,4,4,2,1,12373.0,15,5,2019,2,15,12,35,10,20
1,1,1,0,2,1965.0,12,5,2019,22,45,0,15,1,30
8,4,4,2,0,7005.0,6,6,2019,12,50,21,0,8,10
7,2,2,0,0,4441.0,18,3,2019,10,0,12,45,2,45
8,4,4,2,0,11098.0,21,3,2019,4,45,18,50,14,5
3,4,4,2,0,7318.0,21,5,2019,9,15,1,30,16,15
10,4,4,2,0,12767.0,21,3,2019,7,5,4,25,21,20
1,3,3,2,0,10654.0,24,3,2019,15,55,21,15,5,20
1,4,4,2,0,6297.0,9,6,2019,15,45,22,5,6,20
8,4,4,2,0,11265.0,3,3,2019,9,45,16,10,6,25
7,1,1,1,0,11972.0,6,3,2019,17,20,14,50,2,30
8,4,4,2,0,13587.0,9,6,2019,7,5,21,0,13,55
3,3,3,0,0,4804.0,3,6,2019,17,15,19,50,2,35
7,3,3,1,0,8366.0,1,5,2019,9,25,18,20,8,55
7,3,3,2,0,8366.0,18,5,2019,9,25,7,55,22,30
7,3,3,1,0,10697.0,18,5,2019,8,20,21,50,13,30
10,4,4,1,0,15129.0,21,5,2019,5,30,19,0,13,30
3,0,0,0,0,3858.0,18,5,2019,14,45,17,5,2,20
10,2,2,0,0,7229.0,6,4,2019,18,55,22,0,3,5
3,4,4,2,0,6937.0,27,4,2019,16,0,21,0,5,0
10,4,4,2,0,14714.0,24,6,2019,14,0,19,0,5,0
10,2,2,2,1,9134.0,15,3,2019,5,45,16,10,10,25
10,4,4,2,1,10577.0,3,6,2019,7,5,19,0,11,55
10,3,3,2,0,14388.0,6,5,2019,20,0,10,5,14,5
7,4,4,2,0,8991.0,12,6,2019,13,30,8,15,18,45
7,4,4,1,0,12436.0,27,5,2019,12,55,19,15,30,20
7,2,2,1,0,12515.0,12,3,2019,6,45,9,25,26,40
1,4,4,2,0,5583.0,15,6,2019,15,45,22,5,6,20
7,4,4,2,0,10840.0,9,3,2019,23,0,7,40,8,40
10,4,4,1,0,14300.0,27,6,2019,12,15,12,35,24,20
1,2,2,0,2,5515.0,18,4,2019,21,10,0,5,2,55
10,3,3,2,1,10844.0,15,5,2019,14,5,20,45,6,40
10,3,3,2,1,11134.0,24,3,2019,16,55,9,15,16,20
7,2,2,0,0,6121.0,24,4,2019,10,0,12,45,2,45
7,3,3,1,0,10676.0,21,5,2019,12,0,7,55,19,55
10,3,3,2,0,14781.0,1,5,2019,16,30,22,35,6,5
10,2,2,0,1,4544.0,6,4,2019,19,50,22,50,3,0
4,2,2,0,0,4632.0,6,4,2019,7,45,10,40,2,55
10,4,4,1,0,10929.0,21,3,2019,19,10,4,25,33,15
2,3,3,0,0,4409.0,21,4,2019,10,20,12,55,2,35
1,3,3,0,0,3873.0,1,5,2019,6,55,9,30,2,35
10,2,2,0,1,4030.0,27,5,2019,7,10,10,10,3,0
2,3,3,0,0,3807.0,9,5,2019,22,50,1,20,2,30
7,3,3,1,0,12140.0,12,5,2019,10,0,1,20,15,20
1,3,3,0,0,4096.0,6,3,2019,9,0,11,30,2,30
10,4,4,1,0,14300.0,15,6,2019,18,20,12,35,18,15
8,4,4,2,1,6007.0,27,6,2019,11,40,21,0,9,20
3,3,3,0,0,4174.0,1,4,2019,14,25,16,55,2,30
1,0,0,0,0,3597.0,21,6,2019,17,45,20,5,2,20
7,4,4,1,0,9548.0,24,6,2019,12,0,19,15,7,15
7,2,2,2,0,8714.0,15,3,2019,8,50,15,15,6,25
5,3,3,2,0,8085.0,12,6,2019,17,0,20,20,27,20
10,4,4,1,1,10368.0,3,6,2019,19,30,4,25,8,55
7,4,4,1,0,10975.0,27,6,2019,7,5,9,25,26,20
8,4,4,2,0,7670.0,9,5,2019,7,30,21,0,13,30
8,4,4,2,0,8073.0,15,5,2019,18,0,1,30,7,30
10,2,2,2,0,13817.0,12,3,2019,22,55,10,45,11,50
3,3,3,2,0,3574.0,9,4,2019,19,20,23,45,4,25
10,4,4,2,0,15554.0,9,5,2019,21,50,4,25,6,35
7,4,4,2,0,6692.0,27,3,2019,21,0,19,15,22,15
1,1,1,0,2,1965.0,15,6,2019,22,45,0,15,1,30
3,1,1,0,0,2227.0,24,6,2019,20,5,21,40,1,35
3,0,0,0,0,3597.0,9,6,2019,14,45,17,5,2,20
10,4,4,2,0,14714.0,6,6,2019,14,0,4,25,14,25
1,3,3,0,0,4622.0,9,3,2019,17,15,19,45,2,30
10,4,4,1,0,15129.0,1,5,2019,5,30,4,25,22,55
3,0,0,0,0,5277.0,15,6,2019,22,5,0,25,2,20
8,4,4,2,0,11667.0,27,3,2019,9,0,18,50,9,50
10,3,3,2,1,10539.0,9,6,2019,17,0,19,10,26,10
10,3,3,2,0,11467.0,9,5,2019,20,25,14,25,18,0
7,4,4,2,0,7480.0,12,6,2019,17,20,9,25,16,5
4,2,2,0,0,3419.0,24,4,2019,20,55,23,40,2,45
3,4,4,2,0,5684.0,27,6,2019,10,35,1,30,14,55
3,3,3,2,0,6218.0,12,6,2019,18,5,23,30,5,25
10,3,3,2,1,6959.0,12,6,2019,20,0,4,40,8,40
5,2,2,0,0,4878.0,12,6,2019,19,30,22,15,2,45
7,3,3,1,0,12219.0,1,4,2019,7,0,5,25,22,25
10,3,3,2,1,12384.0,21,5,2019,20,25,9,45,13,20
10,4,4,0,1,7202.0,15,6,2019,11,0,14,15,3,15
1,3,3,0,0,4174.0,1,6,2019,17,10,19,40,2,30
7,1,1,0,0,3100.0,12,5,2019,15,0,16,25,1,25
10,2,2,2,1,7832.0,21,3,2019,8,55,15,15,6,20
8,4,4,2,0,6723.0,9,6,2019,14,55,22,30,7,35
7,3,3,1,0,10697.0,6,6,2019,8,20,7,55,23,35
1,3,3,0,2,3841.0,1,6,2019,22,20,0,40,2,20
7,3,3,1,0,9920.0,1,4,2019,16,45,12,0,19,15
3,2,2,0,0,12649.0,1,3,2019,18,25,21,20,2,55
3,4,4,2,0,6093.0,6,6,2019,11,25,21,0,9,35
10,4,4,1,0,15129.0,27,5,2019,5,30,4,25,22,55
10,2,2,0,1,4544.0,27,4,2019,17,45,20,45,3,0
7,3,3,0,0,5170.0,27,3,2019,14,15,16,45,2,30
3,1,1,0,0,2754.0,9,6,2019,2,35,4,5,1,30
7,1,1,0,0,3100.0,12,6,2019,13,55,15,25,1,30
7,3,3,1,0,9237.0,1,4,2019,16,45,23,15,30,30
8,4,4,2,0,7198.0,15,6,2019,13,0,1,30,12,30
10,4,4,2,1,10262.0,1,6,2019,11,30,12,35,25,5
1,4,4,2,0,5111.0,27,3,2019,15,55,21,55,6,0
7,4,4,1,0,10441.0,27,6,2019,22,0,19,15,21,15
8,4,4,2,0,10261.0,1,6,2019,8,45,19,15,10,30
3,0,0,0,0,6297.0,9,3,2019,19,35,21,55,2,20
8,4,4,2,0,12192.0,15,6,2019,3,50,19,0,15,10
3,2,2,0,0,3943.0,15,6,2019,10,10,13,0,2,50
10,4,4,1,0,16274.0,27,5,2019,5,30,12,35,7,5
10,4,4,2,1,12898.0,21,5,2019,7,5,12,35,5,30
1,2,2,0,0,3311.0,15,5,2019,5,55,8,35,2,40
8,4,4,2,0,9103.0,21,5,2019,4,55,12,35,7,40
3,3,3,0,0,4148.0,15,3,2019,22,10,0,55,2,45
3,3,3,0,0,5224.0,9,6,2019,15,30,18,5,2,35
3,3,3,0,0,4804.0,9,5,2019,4,40,7,15,2,35
3,0,0,0,0,3597.0,6,6,2019,19,35,21,55,2,20
3,3,3,0,0,4804.0,27,6,2019,11,30,14,5,2,35
10,1,1,0,1,4995.0,6,5,2019,10,20,11,50,1,30
1,3,3,0,0,3873.0,9,4,2019,9,0,11,25,2,25
10,4,4,2,1,10262.0,1,6,2019,15,0,4,25,13,25
10,1,1,0,1,3210.0,18,6,2019,19,35,21,5,1,30
4,4,4,2,0,6276.0,9,6,2019,7,30,13,35,6,5
10,2,2,2,1,9134.0,9,3,2019,21,25,8,15,10,50
10,2,2,2,1,11087.0,12,3,2019,18,55,13,15,18,20
10,3,3,2,0,13941.0,1,5,2019,14,5,4,40,14,35
7,4,4,0,0,5201.0,3,6,2019,5,10,8,0,2,50
3,4,4,2,0,6171.0,24,4,2019,5,5,16,10,11,5
2,3,3,0,0,5964.0,1,3,2019,19,35,22,5,2,30
10,4,4,1,0,15129.0,27,5,2019,19,10,19,0,23,50
10,4,4,1,1,13029.0,18,5,2019,9,40,12,35,26,55
10,2,2,0,1,4030.0,27,5,2019,8,20,11,20,3,0
4,3,3,2,0,10586.0,18,5,2019,16,40,0,15,7,35
7,1,1,1,0,17926.0,6,3,2019,11,35,19,25,31,50
10,4,4,0,0,9564.0,6,6,2019,11,0,14,15,3,15
10,3,3,2,0,8355.0,15,5,2019,10,20,17,35,7,15
8,4,4,2,0,6795.0,6,6,2019,10,20,1,30,15,10
7,4,4,2,0,10671.0,15,5,2019,13,30,8,15,18,45
7,4,4,1,0,10178.0,27,3,2019,13,20,7,40,18,20
5,3,3,2,0,7927.0,12,6,2019,7,10,9,5,25,55
7,1,1,0,0,3100.0,18,5,2019,13,55,15,25,1,30
7,4,4,1,0,12646.0,6,3,2019,19,45,19,15,23,30
3,4,4,2,0,7894.0,6,3,2019,5,5,10,5,5,0
3,2,2,0,0,3943.0,24,6,2019,1,30,4,15,2,45
8,4,4,2,0,7575.0,9,5,2019,11,25,19,15,7,50
10,4,4,1,0,16914.0,6,3,2019,5,25,19,45,38,20
5,4,4,0,0,6216.0,24,6,2019,14,40,17,50,3,10
3,4,4,2,0,6147.0,21,5,2019,17,5,22,15,5,10
3,4,4,2,0,6979.0,15,5,2019,17,30,1,30,8,0
7,4,4,0,0,6094.0,27,5,2019,18,5,21,10,3,5
10,4,4,2,0,12242.0,27,3,2019,20,50,4,25,7,35
7,3,3,1,0,9416.0,12,6,2019,12,0,21,50,9,50
7,4,4,1,0,7107.0,21,3,2019,13,15,9,25,20,10
10,4,4,1,0,13292.0,9,6,2019,21,25,19,0,21,35
3,0,0,0,0,7295.0,3,3,2019,7,55,10,15,2,20
3,2,2,0,0,4423.0,18,4,2019,0,30,3,25,2,55
3,2,2,0,0,5694.0,24,3,2019,23,30,2,20,2,50
10,2,2,2,1,8147.0,24,3,2019,5,45,10,25,4,40
8,4,4,2,0,13377.0,27,5,2019,13,0,1,30,12,30
10,2,2,2,1,13502.0,6,3,2019,14,5,0,45,10,40
10,4,4,1,1,13764.0,9,3,2019,5,40,4,25,22,45
10,3,3,2,0,12692.0,6,6,2019,17,0,9,45,16,45
3,3,3,0,0,4804.0,18,5,2019,17,15,19,50,2,35
10,3,3,2,1,7064.0,1,4,2019,8,25,9,20,24,55
10,4,4,2,0,14924.0,24,6,2019,7,5,12,35,5,30
3,3,3,0,0,6565.0,1,3,2019,15,20,17,55,2,35
7,4,4,1,0,9863.0,18,5,2019,16,40,19,15,26,35
3,4,4,2,0,7725.0,6,3,2019,16,0,21,0,5,0
7,4,4,1,0,11281.0,15,5,2019,22,0,19,15,21,15
10,1,1,0,1,3210.0,21,5,2019,19,35,21,5,1,30
7,3,3,2,0,6117.0,1,5,2019,19,0,4,40,9,40
10,4,4,2,1,10262.0,24,6,2019,16,0,4,25,12,25
3,2,2,0,0,3943.0,1,4,2019,4,0,6,50,2,50
10,3,3,2,0,12576.0,12,6,2019,18,55,4,40,9,45
2,4,4,2,0,7452.0,21,4,2019,7,55,13,25,5,30
10,3,3,2,0,14781.0,1,5,2019,6,30,16,20,9,50
7,3,3,2,0,8996.0,12,6,2019,9,10,13,15,4,5
7,4,4,2,0,11563.0,6,3,2019,13,30,8,15,18,45
3,2,2,0,0,4777.0,9,3,2019,4,0,6,50,2,50
3,3,3,0,0,4174.0,9,4,2019,15,30,18,5,2,35
1,3,3,0,2,3841.0,6,6,2019,17,10,19,40,2,30
10,4,4,1,0,13775.0,24,6,2019,18,20,4,25,10,5
7,4,4,2,0,5117.0,27,3,2019,17,20,9,25,16,5
10,1,1,0,0,5678.0,15,6,2019,19,35,21,5,1,30
10,4,4,2,1,5177.0,1,4,2019,14,0,19,0,5,0
1,4,4,2,0,5975.0,9,5,2019,17,55,22,50,4,55
3,2,2,0,0,6860.0,3,3,2019,0,40,3,25,2,45
3,3,3,0,0,4804.0,18,5,2019,9,35,12,20,2,45
8,4,4,2,0,13377.0,27,6,2019,11,30,1,30,14,0
7,4,4,2,0,8372.0,21,5,2019,10,0,19,15,9,15
8,4,4,2,0,7933.0,1,6,2019,9,0,21,0,12,0
3,1,1,0,0,4049.0,15,5,2019,6,25,7,55,1,30
7,2,2,0,0,11423.0,3,3,2019,10,0,12,45,2,45
10,3,3,2,1,10844.0,15,5,2019,18,55,16,20,21,25
10,4,4,1,0,12819.0,21,3,2019,9,40,4,25,42,45
1,2,2,0,0,5621.0,18,4,2019,21,10,0,5,2,55
7,2,2,0,0,5228.0,9,5,2019,17,0,19,45,2,45
10,4,4,1,1,9254.0,27,3,2019,5,25,19,45,38,20
3,1,1,0,0,4392.0,1,5,2019,6,25,7,55,1,30
10,1,1,0,0,8040.0,21,3,2019,10,20,11,50,1,30
2,2,2,0,0,4483.0,27,4,2019,11,10,13,55,2,45
7,4,4,1,0,12760.0,3,3,2019,9,45,9,25,23,40
10,2,2,0,0,7229.0,15,5,2019,15,15,18,10,2,55
5,2,2,0,0,5403.0,24,4,2019,7,0,9,40,2,40
7,4,4,2,0,7934.0,21,3,2019,7,0,19,15,12,15
4,3,3,2,0,6945.0,15,5,2019,23,30,7,45,8,15
1,2,2,0,0,4423.0,6,4,2019,9,30,12,20,2,50
10,1,1,0,0,8040.0,15,3,2019,7,10,8,35,1,25
10,4,4,2,1,11399.0,9,5,2019,8,0,19,0,11,0
10,4,4,0,1,7202.0,21,4,2019,11,0,14,15,3,15
8,4,4,2,0,13727.0,9,5,2019,11,30,21,0,9,30
1,4,4,2,0,4957.0,24,6,2019,17,55,22,50,4,55
10,4,4,2,1,10262.0,3,6,2019,13,0,19,0,6,0
1,1,1,0,0,2017.0,3,4,2019,5,45,7,15,1,30
10,4,4,2,0,12242.0,27,3,2019,18,15,4,25,10,10
10,1,1,0,0,10875.0,1,3,2019,10,20,11,50,1,30
10,3,3,2,1,10844.0,9,6,2019,14,5,20,45,6,40
2,3,3,0,0,4409.0,3,6,2019,10,20,12,55,2,35
7,2,2,2,0,6987.0,21,3,2019,6,55,23,20,16,25
10,4,4,1,0,12074.0,27,3,2019,5,40,4,25,22,45
8,4,4,2,0,7354.0,6,6,2019,11,25,19,15,7,50
7,4,4,1,0,13381.0,3,6,2019,16,55,19,15,26,20
7,4,4,0,0,5201.0,15,6,2019,5,10,8,0,2,50
10,3,3,2,1,9663.0,1,5,2019,16,30,12,0,19,30
7,4,4,0,0,6094.0,9,5,2019,18,5,21,10,3,5
10,4,4,0,1,7202.0,12,5,2019,11,0,14,15,3,15
5,0,0,0,0,11982.0,6,6,2019,17,45,20,5,2,20
10,2,2,2,1,7832.0,21,3,2019,7,0,16,10,9,10
7,0,0,0,0,7817.0,9,3,2019,11,40,13,55,2,15
10,4,4,2,1,12373.0,18,5,2019,13,0,19,0,6,0
10,3,3,2,1,10844.0,18,5,2019,8,25,18,15,9,50
10,4,4,1,0,13376.0,9,6,2019,6,45,12,35,29,50
8,4,4,2,0,9646.0,27,6,2019,9,45,16,10,6,25
1,3,3,0,2,3841.0,6,6,2019,22,20,0,40,2,20
1,4,4,2,0,4957.0,21,3,2019,16,35,22,50,6,15
3,3,3,0,0,4148.0,9,3,2019,21,25,0,5,2,40
10,2,2,2,0,26890.0,1,3,2019,22,50,5,5,6,15
10,4,4,1,1,8834.0,27,3,2019,19,10,19,45,24,35
3,4,4,2,0,5241.0,24,4,2019,2,0,7,45,5,45
10,4,4,0,1,7989.0,27,5,2019,11,0,14,15,3,15
3,4,4,2,0,5883.0,12,6,2019,10,35,1,30,14,55
2,3,3,2,0,6857.0,18,5,2019,6,50,10,30,3,40
1,2,2,2,0,5822.0,15,3,2019,15,35,23,40,8,5
10,4,4,2,1,10262.0,9,6,2019,15,0,4,25,13,25
10,1,1,0,1,4995.0,12,6,2019,7,5,8,30,1,25
1,2,2,0,0,4991.0,21,4,2019,9,30,12,20,2,50
10,2,2,2,0,16736.0,6,3,2019,5,45,21,20,15,35
10,4,4,1,0,18804.0,12,6,2019,11,40,19,0,7,20
3,4,4,2,0,6442.0,1,6,2019,8,35,22,30,13,55
7,3,3,0,0,5170.0,18,3,2019,14,15,16,45,2,30
1,2,2,0,0,4377.0,18,3,2019,20,30,23,20,2,50
10,4,4,0,0,9564.0,9,6,2019,11,0,14,15,3,15
1,2,2,0,2,3573.0,27,6,2019,5,55,8,35,2,40
10,4,4,2,0,17024.0,6,3,2019,17,30,19,45,26,15
2,2,2,0,0,3383.0,21,5,2019,4,55,7,45,2,50
10,2,2,2,0,27992.0,1,3,2019,14,5,20,20,6,15
10,2,2,0,0,7229.0,12,5,2019,8,20,11,20,3,0
10,2,2,2,1,9134.0,15,3,2019,5,45,10,25,4,40
7,1,1,0,0,3100.0,21,6,2019,15,0,16,25,1,25
8,4,4,2,0,13727.0,15,5,2019,9,0,21,0,12,0
5,3,3,2,0,8452.0,1,4,2019,7,10,20,20,13,10
10,4,4,2,0,14714.0,3,6,2019,10,0,19,0,9,0
10,2,2,2,1,7280.0,15,3,2019,9,45,15,55,6,10
7,1,1,1,0,18797.0,6,3,2019,13,30,16,55,3,25
3,1,1,0,0,2754.0,3,6,2019,12,0,13,30,1,30
2,3,3,0,0,4409.0,3,6,2019,22,50,1,20,2,30
3,4,4,0,0,5021.0,27,4,2019,14,20,17,35,3,15
10,1,1,0,0,8040.0,9,3,2019,6,30,8,0,1,30
7,4,4,2,0,10454.0,15,6,2019,9,0,19,15,10,15
8,4,4,2,0,10197.0,15,5,2019,3,50,12,35,8,45
7,2,2,0,0,5228.0,12,5,2019,6,10,8,55,2,45
10,4,4,2,0,14714.0,9,6,2019,14,0,19,0,5,0
7,2,2,0,0,7276.0,15,3,2019,6,10,8,55,2,45
3,4,4,2,0,7731.0,27,3,2019,2,35,8,30,5,55
2,3,3,2,0,6857.0,18,5,2019,19,55,23,30,3,35
7,2,2,0,0,6961.0,18,6,2019,5,45,8,45,3,0
10,4,4,1,1,7791.0,21,3,2019,10,45,4,25,17,40
3,2,2,0,0,4777.0,21,3,2019,10,10,13,0,2,50
10,4,4,2,0,16289.0,9,3,2019,19,15,4,25,9,10
10,3,3,2,0,12681.0,1,4,2019,18,55,4,40,9,45
3,2,2,0,0,4823.0,27,4,2019,18,25,21,20,2,55
10,4,4,1,0,13014.0,9,6,2019,9,40,12,35,26,55
10,4,4,2,1,5406.0,6,4,2019,7,5,19,0,11,55
8,4,4,2,0,9315.0,15,5,2019,7,30,19,0,11,30
7,4,4,2,0,7480.0,9,5,2019,12,30,9,25,20,55
10,2,2,2,0,14815.0,18,3,2019,14,5,19,10,5,5
7,3,3,2,0,12173.0,24,3,2019,20,30,16,15,19,45
7,2,2,1,0,7664.0,15,3,2019,5,50,23,45,17,55
7,4,4,1,0,12777.0,6,6,2019,17,15,19,15,26,0
8,4,4,2,0,8837.0,27,5,2019,7,30,19,15,11,45
10,3,3,2,1,10844.0,1,5,2019,21,10,10,5,12,55
10,3,3,2,0,14571.0,24,5,2019,6,30,19,50,13,20
3,4,4,2,0,6093.0,15,6,2019,7,30,21,0,13,30
3,4,4,2,0,7514.0,6,3,2019,8,35,16,10,7,35
3,4,4,0,0,6015.0,18,5,2019,14,25,17,40,3,15
10,4,4,2,1,12898.0,21,5,2019,10,0,4,25,18,25
7,4,4,2,0,8792.0,1,6,2019,19,0,19,15,24,15
3,2,2,0,0,4823.0,15,5,2019,8,30,11,20,2,50
1,2,2,0,2,3919.0,1,4,2019,5,55,8,35,2,40
3,0,0,0,0,3597.0,1,5,2019,13,15,15,35,2,20
1,1,1,0,0,2017.0,21,5,2019,5,45,7,15,1,30
2,2,2,0,0,3383.0,27,6,2019,23,55,2,45,2,50
1,1,1,0,2,1965.0,18,6,2019,22,45,0,15,1,30
10,4,4,2,1,10262.0,24,6,2019,2,15,12,35,10,20
10,4,4,2,0,17234.0,3,3,2019,16,0,4,25,12,25
10,3,3,2,0,14178.0,9,6,2019,20,0,4,40,8,40
3,4,4,2,0,5636.0,3,6,2019,2,0,7,25,5,25
3,2,2,0,0,4823.0,15,4,2019,18,55,21,50,2,55
7,4,4,2,0,7480.0,21,5,2019,12,30,9,25,20,55
10,3,3,2,0,14571.0,9,6,2019,18,55,16,20,21,25
3,1,1,0,0,13999.0,1,3,2019,9,10,10,40,1,30
10,3,3,2,0,14151.0,18,5,2019,20,25,21,5,24,40
7,2,2,0,0,6121.0,1,5,2019,21,5,23,55,2,50
1,0,0,0,2,3543.0,24,5,2019,8,20,10,35,2,15
7,4,4,1,0,10651.0,18,5,2019,19,45,19,15,23,30
10,4,4,1,0,15129.0,21,5,2019,23,5,4,25,29,20
3,4,4,2,0,6582.0,24,6,2019,7,15,12,30,5,15
10,4,4,1,1,15544.0,27,5,2019,5,30,12,35,7,5
3,4,4,2,0,8574.0,27,3,2019,18,35,1,35,7,0
3,1,1,0,0,4784.0,9,3,2019,2,30,4,0,1,30
3,4,4,2,0,6818.0,3,6,2019,5,5,12,10,7,5
10,2,2,2,0,25735.0,1,3,2019,14,5,9,30,19,25
10,4,4,1,0,9483.0,9,4,2019,13,25,19,0,29,35
10,4,4,1,1,10368.0,24,6,2019,19,30,12,35,17,5
8,4,4,2,0,8073.0,15,5,2019,9,0,21,0,12,0
3,3,3,0,0,4778.0,1,3,2019,22,10,0,55,2,45
10,3,3,2,0,13941.0,18,5,2019,20,0,4,40,8,40
10,3,3,2,1,10844.0,1,5,2019,16,30,22,35,6,5
10,3,3,2,1,10844.0,9,5,2019,6,30,19,50,13,20
1,3,3,0,2,3841.0,24,5,2019,9,0,11,25,2,25
10,3,3,2,1,10844.0,15,5,2019,6,30,16,20,9,50
10,4,4,1,1,8728.0,27,3,2019,5,10,18,50,13,40
10,3,3,2,0,11467.0,1,5,2019,20,25,14,25,18,0
8,4,4,2,0,15078.0,6,3,2019,9,0,15,30,6,30
8,4,4,2,0,7198.0,6,6,2019,17,0,1,30,8,30
7,4,4,2,0,8372.0,24,6,2019,21,0,7,40,10,40
8,4,4,2,1,7308.0,27,5,2019,16,0,1,30,9,30
1,4,4,2,2,4414.0,27,3,2019,8,45,13,15,4,30
3,3,3,0,0,5224.0,18,4,2019,14,25,16,55,2,30
10,2,2,2,1,7832.0,21,3,2019,5,45,16,10,10,25
3,2,2,0,0,6860.0,9,3,2019,1,30,4,15,2,45
8,4,4,2,1,15136.0,6,3,2019,13,0,1,35,12,35
10,4,4,2,1,5963.0,27,3,2019,16,0,19,45,27,45
7,4,4,1,0,8665.0,27,3,2019,21,30,19,15,21,45
10,4,4,1,0,15129.0,21,5,2019,23,5,4,25,29,20
1,3,3,0,2,3841.0,18,5,2019,17,10,19,40,2,30
8,4,4,2,0,13377.0,9,6,2019,10,0,1,30,15,30
10,4,4,1,0,16914.0,9,3,2019,5,25,4,25,23,0
10,4,4,2,1,10262.0,9,6,2019,2,15,19,0,16,45
3,3,3,2,0,5386.0,9,5,2019,17,35,22,15,4,40
10,3,3,2,0,14388.0,15,5,2019,21,10,4,40,7,30
10,4,4,1,0,15129.0,27,5,2019,5,30,19,0,13,30
3,4,4,2,0,6442.0,15,5,2019,11,55,22,30,10,35
10,4,4,1,1,10368.0,3,6,2019,19,30,12,35,17,5
10,4,4,2,0,12767.0,21,3,2019,15,0,18,50,27,50
10,4,4,2,1,10262.0,6,6,2019,15,0,4,25,13,25
8,4,4,2,0,7408.0,12,6,2019,8,0,21,0,13,0
8,4,4,2,0,13587.0,27,6,2019,10,0,21,0,11,0
7,3,3,2,0,8891.0,15,5,2019,16,50,7,55,15,5
3,4,4,2,0,5883.0,6,6,2019,10,35,1,30,14,55
10,4,4,2,1,10262.0,27,6,2019,13,0,12,35,23,35
10,3,3,2,1,10844.0,9,6,2019,21,10,20,45,23,35
10,3,3,2,0,14781.0,9,5,2019,6,30,19,50,13,20
3,0,0,0,0,6297.0,15,3,2019,14,40,17,5,2,25
2,3,3,0,0,4409.0,12,5,2019,22,50,1,20,2,30
7,4,4,1,0,12383.0,9,6,2019,10,55,19,15,8,20
1,1,1,0,0,2017.0,3,5,2019,13,15,14,45,1,30
7,1,1,2,0,12308.0,6,3,2019,19,0,9,10,14,10
1,0,0,0,0,3384.0,18,3,2019,17,45,20,5,2,20
10,2,2,2,1,9134.0,15,3,2019,8,55,16,10,7,15
3,4,4,2,0,7464.0,18,5,2019,2,0,7,25,5,25
8,4,4,2,1,6093.0,27,4,2019,7,10,16,10,9,0
8,4,4,2,0,15237.0,3,3,2019,4,0,18,50,14,50
10,1,1,0,1,4995.0,1,5,2019,7,5,8,30,1,25
7,4,4,0,0,6934.0,24,5,2019,14,10,17,10,3,0
10,3,3,2,0,13784.0,1,4,2019,21,10,10,5,12,55
2,3,3,0,0,4409.0,15,6,2019,10,20,12,55,2,35
8,4,4,2,0,15898.0,27,5,2019,13,0,19,15,6,15
7,4,4,1,0,11989.0,21,5,2019,17,15,19,15,26,0
1,1,1,0,0,2017.0,3,6,2019,13,15,14,45,1,30
8,4,4,2,0,11098.0,1,6,2019,4,55,19,0,14,5
3,4,4,2,0,6794.0,21,5,2019,17,30,1,30,8,0
10,3,3,2,1,10844.0,1,5,2019,21,10,9,20,12,10
8,4,4,1,0,34608.0,9,3,2019,15,5,1,35,10,30
7,4,4,0,0,6094.0,15,5,2019,14,10,17,10,3,0
3,3,3,2,0,4565.0,9,5,2019,15,15,20,30,5,15
7,4,4,3,0,10493.0,27,5,2019,5,15,19,15,38,0
7,4,4,1,0,9653.0,27,6,2019,19,45,19,15,23,30
7,2,2,1,0,12305.0,18,3,2019,6,45,10,35,27,50
7,2,2,0,0,6961.0,15,5,2019,10,0,12,45,2,45
8,4,4,2,0,9794.0,15,5,2019,6,0,12,35,6,35
8,4,4,2,0,13377.0,27,5,2019,17,30,1,30,8,0
10,4,4,2,1,12898.0,27,5,2019,2,15,19,0,16,45
8,4,4,2,0,7155.0,27,6,2019,11,25,19,15,7,50
8,4,4,2,0,13377.0,24,6,2019,15,0,1,30,10,30
5,2,2,0,0,4668.0,3,5,2019,11,30,14,20,2,50
3,2,2,2,0,8110.0,1,3,2019,7,30,12,20,4,50
10,2,2,0,1,4544.0,6,4,2019,8,20,11,20,3,0
7,4,4,1,0,9653.0,27,6,2019,16,40,19,15,26,35
10,3,3,2,0,14781.0,1,5,2019,8,25,18,15,9,50
6,2,2,0,0,5969.0,6,4,2019,11,30,14,20,2,50
1,1,1,0,0,2017.0,3,4,2019,13,15,14,45,1,30
10,3,3,2,0,14151.0,6,6,2019,17,0,23,35,6,35
10,3,3,2,0,13731.0,9,6,2019,16,30,4,40,12,10
10,4,4,2,1,15400.0,3,3,2019,9,0,18,50,9,50
10,3,3,2,1,8066.0,9,5,2019,9,35,10,55,25,20
